,text,author
9354,"I dun't think he aimed at fust to do no mixin', nor raise no younguns to take to the water an' turn into fishes with eternal life.",HPL
9355,"The state rooms were sufficiently roomy, and each had two berths, one above the other.",EAP
9356,"I did not weep, but I wiped the perspiration from my brow, and tried to still my brain and heart beating almost to madness.",MWS
9357,"Not tamely, however, did the tall seaman behold the discomfiture of his companion.",EAP
9358,"Besides all this, there was a vast quantity of solid gold ornaments; nearly two hundred massive finger and earrings; rich chains thirty of these, if I remember; eighty three very large and heavy crucifixes; five gold censers of great value; a prodigious golden punch bowl, ornamented with richly chased vine leaves and Bacchanalian figures; with two sword handles exquisitely embossed, and many other smaller articles which I cannot recollect.",EAP
9359,"So each night in sleep I strove to find the hidden latch of the gate in the ivied antique wall, though it was exceedingly well hidden.",HPL
9360,"With this throng I mingled, though I knew I belonged with the hosts rather than with the guests.",HPL
9361,"""I don't know any such thing, you huzzy How should I? I think it only makes the matter more remarkable, Doctor Dubble L. Dee "" KATE.",EAP
9362,"Their outlines were human, semi human, fractionally human, and not human at all the horde was grotesquely heterogeneous.",HPL
9363,"We replaced and screwed down the lid, and, having secured the door of iron, made our way, with toil, into the scarcely less gloomy apartments of the upper portion of the house.",EAP
9364,A residence in Turkey was abhorrent to her; her religion and her feelings were alike averse to it.,MWS
9365,"The sweet girl welcomed me with warm affection, yet tears were in her eyes as she beheld my emaciated frame and feverish cheeks.",MWS
9366,"Here I paused, I knew not why; but I remained some minutes with my eyes fixed on a coach that was coming towards me from the other end of the street.",MWS
9367,"Although she was elder than he by nearly two years the nature of her education made her more childish at least in the knowledge and expression of feeling; she received his warm protestations with innocence, and returned them unknowing of what they meant.",MWS
9368,"Then I saw a small black aperture, felt a ghoulish wind of ice, and smelled the charnel bowels of a putrescent earth.",HPL
9369,A man of this kind was now pouring forth his eloquent despair among the inhabitants of Windsor.,MWS
9370,"Sewers came, but they passed by it.",HPL
9371,"Adrian took pity on my faltering mien: ""Come with me,"" he said, ""I have much to say to you; come home with me you know who I am?"" ""Yes,"" I exclaimed, ""I do believe that I now know you, and that you will pardon my mistakes my crime.""",MWS
9372,Your diddler is impertinent.,EAP
9373,"We must all remain; and do our best to help our suffering fellow creatures.""",MWS
9374,"And travellers now within that valley, Through the red litten windows, see Vast forms that move fantastically To a discordant melody; While, like a rapid ghastly river, Through the pale door, A hideous throng rush out forever, And laugh but smile no more.",EAP
9375,"Of his own condition he could not well judge, for sight of his arms, legs, and torso seemed always cut off by some odd disarrangement of perspective; but he felt that his physical organisation and faculties were somehow marvellously transmuted and obliquely projected though not without a certain grotesque relationship to his normal proportions and properties.",HPL
9376,"Upon this we gave nine hearty cheers, and dropped in the sea a bottle, enclosing a slip of parchment with a brief account of the principle of the invention.",EAP
9377,"Having reached the door, however, of the burgomaster's dwelling, the professor ventured to suggest that as the messenger had thought proper to disappear no doubt frightened to death by the savage appearance of the burghers of Rotterdam the pardon would be of little use, as no one but a man of the moon would undertake a voyage to so vast a distance.",EAP
9378,"He described her as of surpassing beauty, wit, and accomplishment.",EAP
9379,"Madame D. recognized not only the scarf which was found in the thicket, but the dress which was discovered upon the corpse.",EAP
9380,I endeavored in vain to make it follow the direction of my hand.,EAP
9381,"Kepler admitted that his three laws were guessed at these three laws of all laws which led the great Inglitch mathematician to his principle, the basis of all physical principle to go behind which we must enter the Kingdom of Metaphysics.",EAP
9382,"I was possessed by a maddening rage when I thought of him, and desired and ardently prayed that I might have him within my grasp to wreak a great and signal revenge on his cursed head.",MWS
9383,"This letter was enclosed to the care of a nobleman, who, he did not doubt, would perform the last and inexpensive office of placing it in the king's own hand.",MWS
9384,"Having thus fathomed, to his satisfaction, the intentions of Jehovah, out of these intentions he built his innumerable systems of mind.",EAP
9385,"After slight reflection I gave a willing assent to this bold proposition, which strange to say met with objection from the two seamen only.",EAP
9386,"It might have been half an hour, perhaps even an hour, for I could take but imperfect note of time before I again cast my eyes upward.",EAP
9387,A sudden break was made in the routine of our lives.,MWS
9388,"I would walk barefoot through the world, to find an uninfected spot; I would build my home on some wave tossed plank, drifted about on the barren, shoreless ocean.",MWS
9389,"On perceiving me, the stranger addressed me in English, although with a foreign accent.",MWS
9390,"As for one lady, she obeyed Monsieur Maillard to the letter, and thrusting out her tongue, which was an excessively long one, held it very resignedly, with both hands, until the end of the entertainment.",EAP
